year,make,model,review,
2007,Honda,Fit,"1 - Honda accessories are expensive. The dealer wanted $120 for floor mats, mats that didn't look much better than the $20 mats I bought from Wal-Mart. Don't lose a key, a replacement is $140 because of ""programming the computer chip."" I certainly hope that by the time the 3 year bumper-to-bumper warranty expires reasonably priced repair parts are available (plugs/filters/tires/ etc.).",
2007,Honda,Fit,"2 - There is no locking compartment for pilferable items such as a camera, a gps, etc. You can conceal some small items with the spare tire, under the back cover, but if you regularly carry a tool kit, flashlight, tire pump, and so on you will probably want to buy a lockable minifootlocker and affix it in the ""trunk"" area to defeat ""smash and grab"" burglars.",
2007,Honda,Fit,"I love my Fit. It's responsive, handles well, and is fun to drive. Wish it got the mileage promised, however! I've only had mine a few weeks.... they gave me a free tank of gas, and when I filled up and calculated mileage, it was substantially less than an average of the projected 38 MPG freeway / 33 town adverstised on the sticker. [I have the manual transmission, so I'm supposed to get better mileage than one can expect from the automatic version.] The gear stick is a bit stiff, but that's getting smoother as I drive it more. It's comfortable, roomy, versatile, and peppy. In other words ..... FUN!!! :) It also has some nice luxury features you don't expect to find on an economy car... power windows, CD player, cruise control, power assist, etc. I would highly recommend it to anyone wanting a smaller economy car with practical space useage, good handling and comfort. The back seats have more leg room than my friend's Accord! [Partially it's because they sit higher, so your butt's not below your knees!] Anyway, I've had it less than a month, but so far so good! Hopefully the mileage will improve when the car is broken in. I'm having a blast with it and am hoping to enjoy many years of good reliable service of the sort one has come to expect of Honda products. This design is a winner!",
2007,Honda,Fit,"I am so glad that I bought my Fit. I looked at Toyota, Subaru, Pontiac. The fit was the only car that was roomy, you definetly don't feel that you are in a economy car. Plus its sporty. So glad that Honda now offers us this model.",
2007,Honda,Fit,I LOVE MY FIT.......,
2007,Honda,Fit,I love driving this car. I had a Malibu and I gave it to my husband because it was too big. This car is so much fun to drive and it comes with alot of safety features. Fit all the way.,
2007,Honda,Fit,This car is great. it has a spacious interior that even tall/large peoplecan fit easily into. the versatile way that the seats can be modified make it able to use the cargo/seating area many ways. the exterior is cute and in my test drives I found it the quietest and best handling of my considerations. I am definitly happy with my choice.,
2007,Honda,Fit,"I PURCHASED MY NEW FIT SPORT MODEL THREE MONTHS AGO AND IS WITHOUT A DOUBT THE MOST ENJOYABLE CAR TO OPERATE.I COMPARE IT WITH MY OTHER HONDA AUTOMOBILES PURCHASED IN THE PAST,I.E.,TWO HONDA ACCORDS,TWO CRV'S ALL NEW AND BY FAR,THE WINNER IN ALL CATEGORIES,THE HONDA FIT!!!!",
2007,Honda,Fit,"Excellent, have one will buy ten more !",
2007,Honda,Fit,"This was the first brand new car that I bought and I'm so glad that I did! I have the Base Model with a 5-speed Manual Transmission and I absolutely adore it. The Fit drives wonderfully with amazing handling and unbelievably quick responses. It is sporty and fun, has great gas mileage and is very affordable.",
2007,Honda,Fit,I would recommend this vehicle to anyone!,
2007,Honda,Fit,"Can't say enough positive things about it. Had this car just over a year now. Drives and handles like a sports car, consistant 31-40 mpg. (Want the best mileage. Keep tire pressure 3-5 lbs higher than called for, switch to Amsoil Synthetic and Amsoil oil filter) This is my wifes car, but I'm 6' 3"" and one Son-in-law is 6'6"" and still plenty of headroom, legroom, etc.",
2007,Honda,Fit,"Most versatile of all the econo vehicles, hands down, I can carry items my Accord and others like it,cannot.",
2007,Honda,Fit,I know Dealers are still complaigning about not getting enough of these. We ordered ours like most others at our dealer. Took two months. Well worth the wait.,
2007,Honda,Fit,"I have owned the Fit for almost 15 months now and the novelty of having the ""cutest"" car around has certainly worn off. First of all gas mileage is not what they say.....even on the highway. That was a big disappointment to begin with. There is also alot of road noise and, in my opinion, it should have atlest a 1.8 under the hood. Sometimes it feels like I can't get out of my own way because the pick-up is not good at all.",
2007,Honda,Fit,TERRIBLE IN WINTER WEATHER!!!!!!!!!!!!!,
2007,Honda,Fit,I got stuck every time it snowed.....what a nightmare.,
2007,Honda,Fit,"However, the amount of room inside is second to none. I am a courier and I use the vehicle primarily for work. Perfect for that kind of thing. Also, I am the mother of 4 and we have plenty of room to take long rides comfortably. It's no mini-van but my girls are all between the ages of 10 & 12 so we fit well. The stereo is awesome. It really kicks out some great sound. The A/C is also very cold.",
2007,Honda,Fit,Overall......I have enjoyed my time with the fit but I am looking forward to trading it soon for something else.,
2007,Honda,Fit,"(The trim package I have is a 5door Sport, but the drop down menu here did not that have selection available.)",
2007,Honda,Fit,"I love my fit! It's a five door compact car that they somehow made have TONS of space inside. They attribute the some of the space to moving the gas tank under the front seats. The interior space is comparable to the accord, seriously. Also, the seating is very flexible, as you can fold the seats down or up in a number of combinations. You can fit anything in the Fit!!",
2007,Honda,Fit,"I have the sport version, which means things like alloy rims(!),fog lights, a better stereo w/auxillary jack for mp3s, and shifter knobs. You can even shift the car into sport mode, in which you control the gears soley with the shifter knobs.",
2007,Honda,Fit,"I got the pearl blue fit, and I ordered the accessories from Honda like the interior blue trim on the side doors, the dash,the steering wheel, and knob shifter. The meters and the radio lcd is all in a nice blue color.",
2007,Honda,Fit,"As for ""cons"", the engine is not very powerful, and the car handles well, but it's very springy on turns since it's a light car. There is no sunroof, even on the sport model. Also, oddly enough, there is no passenger side mirror!",
2007,Honda,Fit,"Before this car, I had a '95 Civic. The fit reminds me of that car a lot. It's reliable, small, and affordable! The new civics are now bigger and very powerful. The Fit is basically the new Civic.",
2007,Honda,Fit,"If you're looking for an inexpensive car with a LOT of functionality, this is it. And to boot, it's cute.",
2007,Honda,Fit,"I have been very pleased with the inside room. I previously had a Mini Cooper and both my husband and I think the Fit handles easier, has more inside room, and we definitely like the 4 doors. The gas mileage isn't as good as advertized, but I have been driving it in town with the air-conditioner on.",
2008,Honda,Fit,"The five speed trans shifts smoothly and the Fit seems to have very low roll resistance adding to the increase in gas milage. I am 5'6"" and the driving position/seats lack lumbar support. I use a small pillow at the small of my back to help on long trips. Honda would have a real top winner with improved seating and perhaps a telescoping steering wheel. Honda does not offer cruise control in the manual transmission models. The gas pedal tends to cramp the foot due to the overall driving position so a sport model with auto trans and cruise control would alleviate this discomfort. Still, the driving position tends to place the legs and knees in a ""high"" position that I find uncomfortable on long trips. Otherwise this is a great commuter car that will most likely be very dependable. I get an average of 33 mpg city and 38 mpg highway.",
2008,Honda,Fit,I own a 2008 Fit with a stick shift. I think it is a very unsafe car because the pedals are so small and close together. You can apply the brake and gas pedal at the same time very easily. It would probably be safer if it was an automatic.,
2008,Honda,Fit,My Fit is awesome. The only issue I run into is the pick up. I like to get off the line quick. But I haven't had any problems with the vehicle. I use it for everything I need from food shopping to transporting my bike to the trail. Its versatile and the interior is unbelievably spacious.,
2008,Honda,Fit,"My husband and I bought the 2008 Fit Sport last March and couldn't be happier. We get 40 to 45 mpg in town and on the road. My husband is 6'4"" and has no trouble getting in and out and twice has driven it to Tn. to visit our daughter. I show my dogs, a toy breed and it is nothing to get 4 to 6 dogs, crates, grooming tables and all the other stuff you always take in the back with the seats down. What a wonderful little car....sue",
2008,Honda,Fit,"I love my 2008 Sport Honda Fit. I brought my car in June 2008. At first i didnt like how it looked but once i got use to it and drove it i fell in love. It may look small but there is a lot of space. The back seats can fold up or down depending on how u want them. The mpg is GREAT. My gas tank was almost on ""E"" and it took only $15 to fill my tank. Gas was at $2.15 per gallon. I would recommend this car to everyone.",
2008,Honda,Fit,"I bought my Fit in 12/07. I downscaled from a 
 sport package Mini Cooper. Not flashy, but a Honda-its the base model, no extras at all. Pluses: gas mileage & unlike the Mini takes regular gas. The back seats when they are down -a ton of room. Minus's-the tires are tiny and it seems they always need air. I don't miss my Mini as much as I thought I would. Gets me from point A to point B---Reccomended!",
2008,Honda,Fit,"I bought a new honda fit sport 5sp. Over period of 5000+ miles have averaged 40+ miles per gallon (city and road). Am 6'3 and have all the room I need. routinely carry 350 lbs of corn in rear, in bags, with no problem, and plenty of room for other items. Best car I ever owned in 65 yrs. of life. holds 4 adults with room to spare. Plenty of power and fun to drive. Spacious,comfortable, fuel efficient. Needs only better intermittent wipers to be perfect.",
2008,Honda,Fit,"one of the best items i have purchased in the last 20 years. fit is a lot of fun drive, spacious, and very quick for a 4 banger. i am 6'4 door are very easy to get out of, handels like a miny sports car,steering is very responsive, like the paddle shifter when driving, very tight and solid when driving and quality for a small car is great. when it comes down to it you can't beat a honda of any kind. (truth)",
2008,Honda,Fit,"I love my Honda Fit! I have a manual transmission, and I regularly get 37-38 mpg. I get 40 tp 41 mpg on highway driving. It handles really well, even in snow, and is fun to drive. It has an amazing amount of room, even in the back seat. We took it on vacation this summer and my husband did most of the driving. He's 6'5"" and was quite comfortable driving it.",
2008,Honda,Fit,I bought a FIT last year and love it EXCEPT: within 90 days I had to replace all 4 tires. They all had pin prick size holes by the rims. I kept taking the car back because the tires were low or flat within 3 days of airing them up. The dealership basically told me to get bent. I would recommend the FIT but NOT Honda El Paso Dealership!,
2008,Honda,Fit,"My Fit is the most fun car I've ever owned. It handles like a sports car. It gets great gas mileage. Goes really well for a small engine. The inside is very spacious, quite deceiving considering it's size. The folding seats are so easy to use, can be moved around with little effort. Can accomidate almost anything from groceries to furniture. Has gone on longer roadtrips with no problems. Great standard stereo and sound with MP3 capabilities. Would definitely not trade it in for a stupid... I mean SmartCar. :P",
2008,Honda,Fit,"We haven't had a car in five years..our F-350 has served that purpose as well as tow our home. We wanted a vehicle that would get good milegae as well as being comfortable. I'm 6' and I am comfortable wherever I sit in the vehicle. As we have been moving in and cleaning out, we have had numerous trips where we've used the back storage area. Plenty of room (remember to watch how much weight you put back there). Mileage..we've been tracking..typically running around town, etc we're in the high 20's to low 30's. On highways we typically run at 2100 rpm or 60-63 MPH and have gotten over 40MPG as a standard. Our maiden voyage on a trip to St Louis from Northern Ill garnered us 42 MPG. Recently, our tire pressure monitor said tires were low..I checked and pumped them all up to required psi. We then drove (highway) to a function and back and the gauge barely moved. For that 200 miles we were at 48 MPG. Need less to say, it has met and exceeded our expectations. It still can't haul the 5th wheel but it helps a lot otherwise. For RVers..according to the Honda book it is towable...I contacted their customer service and they also said it was one of two vehicles (our's is an 2008). You should verify this for yourself before hooking one up.
 
 Only drawback we see on our model - which isn't the Sport is that there is no cruise control.",
2008,Honda,Fit,"Okay, ''favoritest'' isn't a word but it describes the way I feel about my 2007 Blaze Orange Metallic Honda Sport Fit. Easy handling, plenty of storage space, and a whole lot more features combine to make the Fit a winner. I am proud to be a FitFreak!",
2008,Honda,Fit,"Just got my Fit the first week in July. I love it! It is fun to drive, easy to manuever and has loads of room for a small car. Everyone comments on how cute they think it is. Gas mileage is better than my old car so I am happy. I average 28-31mpg in city and highway, not as good as others have mentioned.",
2008,Honda,Fit,"Been driving my Honda Fit since October of 07, really Fun... I love it makes me feel young and alive.Good for City driving great for getting into small parking spaces",
2008,Honda,Fit,"I recently left my corporate job where I had a company car for 10 years. Needless to say, I had to look into not only purchasing my own car, but my own insurance, and city taxes, stickers, etc. Leasing was out of the question, because in Chicago, there's an extra lease tax on top of a vehicle tax. My initial preference would have been a hybrid, with gas prices being so high. However, even teh used hybrids are expensive when one is not used to factoring in the price of a car into their budget. Thus, I researched cars for months based on fuel economy, safety, and affordability. I came up with the Honda Fit. Unfortunately, they're not so easy to find in the Chicago area. Once I did, however, I negotiated a great price. I've had it since May, and I've been calculating my mpg's ever since. Ive had to drive to Ohio on a few occasions. My highway mpg's, going 75, with the AC on and tons of luggage, has been 42 MPG!!!!! My city has ranged between 32 and 38!!!! Plus, my payments on the car, after 5000 down, have been 200/mo. for 5 years. Can't beat that, when the depreciation is a mere 49% after 5 years.",
2008,Honda,Fit,"ive had this car for 10 months and i love it. i love the sport model for its sport car appearance and its fun attitude. The pick up is not as great as most other cars but once it gets there, it goes. the only thing i ******* would have come with is a sunroof. i know you can get it installed but it would be nice to get a car with a sunroof already there. this car is great for highway/city driving but dont take it out to the country. does not do well going through pot holes. this care makes a wonder first car for anyone!!",
2008,Honda,Fit,"We bought a Honda Fit to ease the pain of writing checks to fuel stations trying to keep our Pacifica on the road. Our neighbors also got one within a month of ours. It has been interesting comparing our mpg's etc. I have the turbo, which uses a bit more gas, so we get about 27 city/34 highway. The turning radius is spectacular, it has awesome ""pick-up"" and doesn't bog out like some small engines will do. The only issue I have with the engine is that the gears are a little loud, especially 1st to 2nd. There seems to be some slipage. I would purchase this car again over it's comps because of the extras that come with the FIT. MP3, Cd Player, multi use storage and seating. The car does need to be cleaned inside more often than any other car I have owned because the seats are black velour and show every stray crumb, dust particle etc. Also, I hope Honda changes the texture of the dash because it traps dust particles like crazy. However, these are just cosmetic issues, I still love the car and enjoy ""babying"" it!!! Would highly recommend.",
2008,Honda,Fit,"I have never really cared what kind of car I drove as long as it got me there in one piece. But I absolutely love my FIT. Wouldn't trade it for anything. It makes me smile everytime I look at it. Roomy with more than enough room to spare for anything you would want to carry. We went on a 900 mile trip this summer, and didn't feel cramped. People are always stopping us to ask us how we like it, and we can't say enough great things about it. It is economical to purchase, maintain and run. Haven't regretted it for one single moment!!!",
2008,Honda,Fit,"Great car , very practical for passengers and cargoI get an average of 35 miles per gallon between city and highway I make sure to stay under 2000 RPM or as close to it as possible and it makes a great differenceThe best part of owning a Fit is the look of big SUV owners at the gas station.I feel their pain and enjoy it",
2008,Honda,Fit,"Great value, lots of bang for the buck, hard to find though. I'm 6'7"" and I can drive this vehicle, front doors open wide for easy entry and exit. Has more room inside than what it looks like from the outside. I'd go with the sport model, you get alot of extras for so little money. Ride is firm, steering is tight and responsive, this car will turn on a dime. Fun to drive on curvy rural roads and gets lots of looks from other drivers. With rising gas prices this is a great way to haul people and/or trips to the store. Lots of storage space,especially with back seats folded flat.",
2008,Honda,Fit,"getting used to, however the fit made the transition easy. the stated mpg is conservative, i get 38/40 city/highway; it is very responsive and roomy; of course, over 65 the mileage drops. it is more economical round 60 mph. i've always had american, but there is really nothing american available in this class with the quality, mpg, interior room, cup holders, stereo, versatility (fold-down seats, hatchback), rear wiper, great a/c, and resale. never part with the buick (just waiting to hit the lottery or an oil well!) several additions help, after-market arm rest (easily installed) and leather seats, at a local shop, add to seat comfort (add color inserts to make it really hot.) fits are hard to find at the dealer, and they sometimes have add-ons to add to the price (shop around.) overall its been a great experience and it's fun to drive (be defensive!!) definitley recommended.",
2008,Honda,Fit,"I have had my FIT for about 10 months and I drive a lot!! It is absolutely perfect for my fiance and I. It also has enough room for a car seat for my 2 year old niece. I love this car. It looks great, drives great, and gets great gas mileage!!",
2008,Honda,Fit,"I love driving this car. A lot of pep, easy to maneuver and park.I'm a ""big"" guy and the Fit is remarkably comfortable.",
2008,Honda,Fit,It does nearly everything very well. After 9K the new fit is still new feeling. It should last a long time - flawless so far.,
2008,Honda,Fit,"I have only driven this car for 300 miles or so, but I like it. It has ample pick up. The quality of the interior is excellent, great radio. My main car is a Mercedes, and I use it for my long trips. Obviously the Mercedes is a more powerful, a more comfortable, and a safer car, but it also cost me over twice as much. The Bose radio in the Mercedes is better, but not by that much which surprised me. I enjoy driving the Fit. It handles well and the gas mileage I'm sure will put the Mercedes to shame. I still haven't yet had to fill it up. The amount of stuff this car can carry is phenomenal. So far the car has been flawless, but remember I've only driven miles or so.",
2008,Honda,Fit,We have had manyy Honda's over the years. They have always been low on maintenance and great on milage and great resale. This car also had a five star safety rating. It stops on a dime with anti-lock brakes. The sport( baddle shifters) has a lot of zip for merging in traffic when you need it. All in all she loves her car. And we feel confident about its safety. Since she learned to drive in a Yukon XL she is aware about the difference in mass and is extra cautious when pulling out into traffic.,
2008,Honda,Fit,We are 8000 miles into our 2007 Honda Fit. It is a great car. We regularly get 40 miles per gallon and more on some tankfuls. Five hour trips are comfortable. The car seats four adults comfortably. The interior space is surprising and very flexible. Four airbags and antilock brakes are standard. We are extremely happy with this car. Would recommend it and would buy it again.,
2008,Honda,Fit,"This is a commuter car. I would not suggest it for anything else. However, maybe for a collage student would like to have this as a 1st car just to get around. Maybe it could be used for a second car or by someone who will not be on the road other that to drive to school or work... My question is the safety of the car. It's a real small car and there is not much protection for those inside. So one must be careful going down an open road at 70 miles per hour. The back will only handle 2 people and it is a tight fit... Well that is the name -- right!",
2008,Honda,Fit,"The gas mileage seems to be great, but I am sure that it's less than what's stated on the sticker. These days gas milage is the most important thing to consider...",
2009,Honda,Fit,"We have had our 2009 Fit for almost a year, and my wife and I love everything about it. It has amazing cargo room for a small car, and the seats are so easy to fold into place to permit this room. The Fit is a really solid car, feels great to drive, and is certainly not wimpy in acceleration. The seats are comfortable and easy to get into. The ride is good for a subcompact. It is an excellent car for the road or just around town.",
,,,"When I bought my Fit a year ago I was looking for a small car with a tight turning radius, a car I could take on road trips with bikes stowed in back, a car that could haul gardening and home improvement stuff, a car with good mileage, and a car with superior engineeering and safety. I got all of this with my Fit. The Fit's strength is city driving -- great gas mileage, great maneuverability, nice tight U-turns, and a nice jack-rabbit start from stop lights. It does fine on road trips, where I run it all day at 75 mph, getting 36 mpg, but it has zero extra power for passing, so be aware of this power situation. Excellent stability conrol saved my life -- really -- one day on a bad wet weather spin-out. One strange thing: it doesn't have automatic headlight switch-off when you park the car, so it's possible to forget and leave the lights on and come back to find a dead battery. Also, the on-board computer reminds you of maintenance tasks, which is fine, but the Owner's Manual should also include the standard chart of what to do at how many miles, but it doesn't. I'm glad the 2009 model has had no recalls. I'm very happy I bought this car.",
2009,Honda,Fit,"What a joy this car has turned out to be. I've always driven sports cars - Miata, Alfa Romeos, Audis, even an old Morgan. The Fit drives like my old Miata but has room for 4 people or tons of stuff with the magic seats folded down. It is very spirited, sporty, responsive -- really zippy to drive.
 
 Visibility is great, better than any other small SUV, small sports wagon in it's class. The ""extra"" side windows front and back remove nearly all the blind spots, which was a real problem for my short wife on all other cars we tested. Being up a bit higher than the average car is a real positive on SUV filled freeways.
 
 I had doubts about getting an automatic transmission in a small engine car, but the 5 speed automatic has the fastest and most positive shifts of any automatic I've driven other than the Audi/TDI DSG tranny. Shifts up and down by the cruise control are very precise -- no hunting up and down with hilly terrain. The shift paddles on the steering wheel are a nice touch, seldom needed but really nice when you want to downshift to pass or just have some fun.
 
 Mileage has been 32+ so far for city and hilly freeways. I expect it to go up a few MPG on flat commutes.
 
 The blue sensation pearl paint is stunning.
 
 There is great attention to detail in the design - 6 cupholders in front (2 of them are right in front of the A/C vent so drinks stay cold!) Side pockets and storage abound. Instrumentation is well positioned and lighted so is very visible, all controls are easy to reach and intuitive to use.
 
 Only things I have needed to add are drop-down extensions for the visors and a dash cover.
 
 We bought the car on the next to the last day of the clunkers program and the salesman and entire dealership were very friendly and completely service oriented, the most pleasurable car buying experience I have ever had. We got the promised price thru a buyers club program despite the dealership expecting to sell out all remaining Fits (which they did!).",
2009,Honda,Fit,"Love our 2009 Fit. I have the revolution orange 2009 fit. I cannot believe how many people come to ask us about our new car. It is economical, spacious and looks great. We have had no problems or complaints. I had the rear Windows tinted for added privacy. The only trouble has been finding snow chains. This has a new tire size.",
2009,Honda,Fit,"The headrest on the 09 FIT pushes the driver's head uncomfortably forward. Needs to be redesigned. The paddles on the steering wheel obstruct the view of the ""lights"" indicator on the steering column. I have approx. 1,000 miles on the odometer and calculate the mpg at 34 to 37 mpg. My plan is to tow the FIT, four down, behind my RV. If anyone is towing the FIT, please let me know. Other than the two complaints above, I love the FIT.",
2009,Honda,Fit,"Bought this to replace an older Jeep Wrangler that was on it's last leg. Needed a vehicle that would carry 4 people, or 2 people and 2 dogs. This car is AMAZINGLY spacious on the inside. But also wanted something economical on gas and low-maintenance. Honda is excellent in that respect, always a trustworthy brand. It drives very smoothly and is a comfortable ride. It is great for hauling stuff (shopping, auction finds, animals, luggage, etc.) All this wrapped up into a small price tag made this a no-brainer for us.",
2009,Honda,Fit,"Have had car for 4 months. Has Nav system and all the options. Generally agree with the 5 star ratings BUT there are some changes needed. They include: Horrible reflection on windshield-had to put down a antireflective matt to see out on sunny days. The mileage gauge (AVG MPG) is way off. Mine reads 15-20% higher than actual mileage. I am a large person (6-1,220 lbs and the seats don;t provide enough lateral or thigh support. Do love the iPod connections but you can forget the card-reader behind the screen-that must be an ex-USA feature.",
2009,Honda,Fit,"I love my 2009 Honda Fit Sport. It is so comfortable to drive,
 handles well, gets great gas mileage (32-40mpg) , and is easy on the eyes, too! I like the alert lights-- from tire pressure to air bags to
 lights. Visibility is massive and the windshield wipers cover the entire
 window. It looks like a small car, but it is anything but small.
 The turning radius makes parking and maneuvering a breeze. The space inside for passengers and cargo is amazing. 
 
 It is the best car all-round that I have ever owned. I have absolutely no regrets.",
2009,Honda,Fit,"I just purchased my 2009 Honda Fit, what a great car. I love it and so far, have gotten 39 mpg around town. More room inside then it looks, and so much fun to drive. I never buy anything but Honda's and this was certainly a wise purchase.",
2009,Honda,Fit,"This is my 2nd Fit. I had an '07 that left when my ex and I split. I traded in a 4Runner for this one and, as much as I loved my SUV, I have no regrets. I use this frequently to haul my son and his hockey equipment around the West. It holds a ton of gear. If the on board computer is accurate, I'm getting over 40 mpg with almost 6000 miles on the car...nice. The driver's position, while not perfect, is much better than the earlier version (I'm 6-2). The telescoping/tilt steering wheel is a great improvement. I still find Honda's design that prevents a view of the front end of the car uncomfortable but the front is short so it's not a major problem. 
 
 This car has changed the way I drive. I'm constantly aware of my mpg and strive to keep it high by slowing down. It's a much more relaxing way to drive.
 
 If you're into utility and economy, this car is wonderful. I highly recommend it.",
2009,Honda,Fit,"It drives like a sports car, carries cargo like a samll SUV, reduces fuel consuption and enviornmental impact like a hybrid and is solid as a tank.
 
 At first I was hesitant because I never have owned a vehicle in this size category (mini/subcompact). My experience so far tells me I made the right decision.
 My current MPG is 40.1 combined city/expressway/tollroad.",
2009,Honda,Fit,"This car is wonderful! I am a big guy and even though the car is not big it is very easy to get and out of the auto. The hatchback and drop down seats make it extremely easy to haul something in the back- the handling is wonderful, the mileage is great!
 I DEFINITELY recommend this car- there is nothing 'negative' to say about it! BRAVO Honda!!!",
2009,Honda,Fit,"I WAS A CHEVY MALIBU OWNER FOR 10 YEARS...I LEASED A 1998, 2001, 2004 (THIS CAR WENT THRU 5 STEERING COLUMNS) AND A 2005 (I LEMONED MY 2004 IN FOR THIS ONE AND THIS ONE WAS GOING ON ITS 3RD STEERING COLUMN WHEN I TRADED IT IN FOR MY NEW LOVE...MY HONDA FIT! I'VE OWNED IT FOR ALMOST 2 WEEKS AND AM JUST AT A 1/2 TANK....OMG!
 
 I HAVE NOT ONE NEGATIVE THING TO SAY...EXCEPT GM CARS (QUALITY WISE AND PRICE WISE) SUCK COMPARED TO MY NIMBLE, QUIK, CUTE, SPRTY FIT!
 
 DONT MISS OUT, GET ONE!",
2009,Honda,Fit,"It has been nearly 2 months since the purchase of my 2009 Fit. Must say, to date very impressed. The 2009 re-design has done done wonders for the exterior, while keeping (& improving) interior functionality. Likes: style, standard features, gas mileage, 4 door hatcback, roominess, functionality & practicality of interior, electronic steering and manueverability on city streets.
 Dislikes: Stability control only offered with nav. system, turn signals not integrated into side view mirrors (as they are in European Jazz), blind spots on right & left side near D pillars and steering wheel (miss 4 spoke steering wheel).
 I traded a 2000 Civic with 154k+ miles on it for the Fit and have not been disappointed. So far the gas mileage has been good for a non-hybrid on a commute in mostly city driving - 34 mpg. Am interested in seeing what the mpg will be on road trips. When choosing which version - I chose Sport because of standard features for $$.",
2009,Honda,Fit,Have been driving the 2009 Fit Sport for a month now. My Mpg with the auto is 40Mpg on each of the last 4 tanks with about 25% highway driving. The Fit is fun to drive and drives bigger than its size. For an urban car this Fit is the best!,
2009,Honda,Fit,"we had a 2007 fit that was totaled in June, after finding out the changes for the 2009 fit we waited until it was available and are happy we did. We like the new body style and the new bigger windows on the front sides of the car, the extra cup holders are nice as well. We purchased the fit with navigation because of the stability option. The interior is nice as well. The new seats are much better than the old ones and don't seem to collect all the lint like the 2007 seats did; the extra interior room does make a difference, I like the extra head room as well. we like the new gas tank cover as well. The improvements 
 are great. Thanks Honda, we really LOVE OUR FIT!!!",
2009,Honda,Fit,"I LOVE my Fit. I went from an SUV to the Fit a little over a week ago and I cannot be happier. It has a zippy drive, plenty of not only cargo room but that ever important headroom. The upgraded look of the interior design improvements were well worth the wait. And, I completely disagree with the reviewer who questioned the exterior styling. I think it is a 100% improvement over the 2008. I've only had it a week so I cannot vouch for the mileage yet, but with a ten gallon tank I went over 200 miles, all in town driving on its first nine gallons. The sport is worth the extra cash and still a deal over all the others in its class. And, believe me I drove them all before buying my Fit. Honda does it again.",
2009,Honda,Fit,"Just bought the car! We are amazed that such a small car can have so much room on the inside! We are a family of six footers and have plenty of room!
 The gas mileage is excellent! Good luck finding these cars at the dealerships though!",
2009,Honda,Fit,"a 2009 Honda fit about a month ago and I love it. I drive 133 miles round trip to work. The 33mpg highway is a joke. When I fill up it's more than 40mpg I'm getting!!! Granted it's all turnpike, but still it's saving me about $70.00 a month in gas. The driver seat is roomy and comfortable and the adjustment sterring column is great. The dashboard cup holders are the best. Visibility is fantastic. The hatchback and adjustability of the back seats are terrific for boxes and tall objects.
 
 The only negative is that the ride is a little rough. ******** not a luxury sedan, and the handling is superb.",
2007,Honda,Odyssey,"I like this van, however within first two years had the tire pressure monitor, front engine mount, power steering reservoir and torque converter replaced and the powertrain control module has been reprogramed several times. Now it is being recalled for brake problems. And let's just say that working with dealers and Honda customer care group has been an interesting experience.",
,,,"Braking problems, sloppy interior trim, road noise, lousy performance and gas milage.",
2007,Honda,Odyssey,"This is a top quality vehicle. It can haul butt if needed handles well and the leather interior is comfortable on long trips. The michelins take some time to get used to but they are good tires. They burp air so keep them pressed up weekly and you'll get 40k miles easily. 
 
 It doesn't have the splash and panache of the Toyota Sienna but it does have quality inside and out. I love the little hideaway boot. A great place for my Nikons when I have to give them a rest. She's strong and safe. You may never be head over heals in love with it but it won't let you down. The engine is a very high performer but gentle on the pumps.
 Enjoy it!",
2007,Honda,Odyssey,"After owning numerous Chrysler Vans there is no valid comparison. When Chrysler went to stow & go seating it resulted in less seat comfort than a comercial airplane, if I wanted a seat like that I would have stuck to a horse & buggy. Odyssey is pure luxury seating. The engine performance is outstanding as is its brakes. We are very satisfied with this van, in fact so impressed that I now also own a new Honda Ridgeline. It's too bad we can't give it 6 Stars.",
2007,Honda,Odyssey,"This is my 2nd Odyssey. I bought my first one *********** bought my 2nd one 250,000 miles later in 2007; and the '97 was still running well!
 The 2007 one is heavier, more comfortable and a much smoother ride. I LOVE IT! Lots of cool storage space and I think I get around 23 MPG and I do a fair amount of highway driving. Lots of room and it's great on a road trip. My next vehicle will probably be another Odyssey in another 10 years.",
2007,Honda,Odyssey,"I drive a 2003 yukon xl denali and a 740il...I am on number three and number four respectfully...so I have gas and handling covered.....try $128.00 a day FOR GAS on for size zippy. I drive 408 miles per day just ask the IRS. I FIRST HATED the Odyssey...now I can't wait to buy a 2009. Per Richard Schnitcel, I butchered his name....service mgr at HUEY'S Honda in St. Louis..I kept 37 lbs in my Michlein PAX TIRES...DON'T BOTHER Looking them up the ex version does not have them and you have no clue either...Pax tires are heavier and wider and have their own special wider rim....Peter Huey, owner told me they handle better....he did not lie...I had good tread on them at 58,000 miles...when I replaced them..The handling on country roads rivals the BMW and the cubic ft storage...147 vs.138 is shockingly better than the Denali...Hey GM...NICE CUPHOLDERS IN THE DENALI XL...go spend 55k on cupholders that are in the way...and do not work...nice going to the GM DESIGN TEAM....not!!!...Also the FOLDING SECOND ROW SEATS TAKE AWAY TOO much room in the XL....In the end ..do not talk to me about poor handling..you have no clue....try taking on KC mousetrap at 1am after driving from Aspen....go thru a divorce and see if you have any cash left to spend on a hotel room BEFORE YOU TELL ME TO STOP FOR THE NITE.I think the Honda handles great...and $60.00 beats $120 something everytime..plus more room...I hated the Honda at first but now have come to love it...Everyday I fid a new little jewel I like...",
